일자,계(명),서울,부산,대구,인천,광주,대전,울산,세종,경기,강원,충북,충남,전북,전남,경북,경남,제주
2023-02-06,"5,847",814,336,294,300,214,151,111,42,"1,544",222,290,243,161,228,325,410,154
2023-02-07,"16,109","3,042","1,396",851,785,453,431,459,110,"3,851",427,440,645,557,546,786,"1,169",148
2023-02-08,"17,920","2,897","1,344",989,965,569,480,473,116,"4,249",551,664,741,582,709,959,"1,274",352
2023-02-09,"14,658","2,457","1,128",820,784,464,332,436,113,"3,461",411,517,544,519,482,816,"1,102",267
2023-02-10,"13,497","2,366","1,079",771,700,439,340,360,90,"3,127",337,408,557,478,495,721,"1,005",209
2023-02-11,"12,799","2,289",948,745,674,458,317,320,105,"2,840",362,416,482,442,457,726,984,226
2023-02-12,"12,038","2,125",861,595,637,444,253,333,88,"2,673",326,411,500,456,445,718,941,223
2023-02-13,"5,166",741,303,388,241,199,128,136,34,"1,285",169,171,210,177,185,292,363,139
2023-02-14,"14,361","2,698","1,186",784,806,394,385,341,133,"3,450",289,415,520,491,491,699,"1,134",133
2023-02-15,"14,948","2,568",978,843,739,493,351,388,127,"3,358",449,535,605,578,545,924,"1,176",281
2023-02-16,"12,511","2,278",913,683,582,354,290,328,87,"2,934",287,394,539,494,466,763,928,183
2023-02-17,"11,430","2,095",793,598,586,339,265,262,86,"2,762",269,335,424,444,431,682,835,216
2023-02-18,"10,714","1,976",726,544,567,320,282,263,72,"2,632",264,320,409,388,405,646,733,159
2023-02-19,"10,268","1,905",635,565,530,272,235,272,87,"2,487",236,299,442,439,426,627,654,150
2023-02-20,"4,316",701,201,226,181,136,143,69,47,"1,192",128,196,146,123,145,241,294,137
2023-02-21,"11,867","2,500",868,565,562,279,316,238,95,"3,155",248,317,417,443,379,534,820,121
2023-02-22,"13,067","2,346",801,602,592,407,265,289,97,"3,299",282,450,550,526,460,869,956,270
2023-02-23,"10,839","2,115",599,509,614,333,241,210,90,"2,790",228,285,430,468,355,666,735,163
2023-02-24,"10,037","1,956",667,557,486,302,262,207,83,"2,485",244,255,397,417,291,629,617,172
2023-02-25,"10,050","1,920",613,502,474,262,280,236,79,"2,460",211,275,398,434,359,636,700,207
2023-02-26,"9,204","1,764",538,355,464,310,258,175,73,"2,356",165,284,376,402,378,568,550,179
2023-02-27,"4,016",621,218,241,183,108,111,78,28,"1,063",133,139,157,148,163,227,277,115
2023-02-28,"10,807","2,324",733,507,590,265,290,200,59,"2,839",227,319,405,364,398,539,614,126
2023-03-01,"12,286","2,299",688,541,607,344,320,268,105,"3,199",282,393,511,446,427,755,836,257
2023-03-02,"7,547","1,194",428,339,347,237,192,165,59,"2,053",175,261,372,287,300,501,465,165
2023-03-03,"10,403","2,294",640,434,579,249,287,172,86,"2,714",217,298,389,391,373,494,621,159
2023-03-04,"11,241","2,212",629,505,505,313,299,199,80,"3,085",286,363,434,425,362,605,696,235
2023-03-05,"9,807","2,006",553,512,507,268,304,198,65,"2,606",181,247,384,382,296,482,630,179
2023-03-06,"4,293",734,173,142,223,94,122,49,52,"1,296",119,229,182,125,142,231,235,132
2023-03-07,"12,272","2,741",702,499,626,296,360,191,113,"3,432",280,320,487,497,364,510,680,166
2023-03-08,"12,787","2,443",683,564,634,353,361,215,108,"3,468",314,463,520,524,370,772,698,290
2023-03-09,"10,881","2,128",576,468,642,318,316,178,99,"2,890",273,363,480,432,326,592,552,243
2023-03-10,"10,327","2,168",531,409,500,340,318,156,89,"2,728",283,329,409,427,336,563,520,216
2023-03-11,"9,999","1,976",465,417,499,284,303,162,109,"2,786",270,347,416,362,332,515,548,202
2023-03-12,"9,331","1,824",438,359,527,282,354,151,105,"2,418",241,293,381,428,315,532,456,222
2023-03-13,"4,196",689,144,214,254,108,150,49,47,"1,284",132,138,145,136,130,240,196,132
2023-03-14,"11,397","2,396",540,516,646,267,423,172,127,"3,307",297,359,456,444,315,535,473,118
2023-03-15,"11,892","2,308",542,427,619,353,401,155,125,"3,351",388,469,434,450,340,638,584,294
2023-03-16,"9,928","1,976",437,386,525,268,323,148,86,"2,776",293,324,398,448,315,569,420,230
2023-03-17,"9,061","1,988",368,395,487,233,300,116,86,"2,490",226,326,355,347,278,480,423,158
2023-03-18,"9,246","1,923",354,387,471,285,325,110,109,"2,633",251,303,308,379,284,480,416,222
2023-03-19,"8,800","1,869",330,429,502,246,269,94,99,"2,453",198,290,347,367,270,419,401,212
2023-03-20,"3,924",688,82,112,226,135,142,43,30,"1,203",122,193,145,198,100,236,128,133
2023-03-21,"12,009","2,836",410,535,715,282,480,119,152,"3,478",240,325,478,482,302,511,515,140
2023-03-22,"13,071","2,718",426,500,748,409,418,153,137,"3,842",374,501,479,526,308,725,533,269
2023-03-23,"11,395","2,463",422,399,624,353,391,118,121,"3,316",269,392,480,482,316,517,529,199
2023-03-24,"10,275","2,190",313,400,595,270,425,124,141,"3,041",259,342,388,458,269,479,376,197
2023-03-25,"10,446","2,266",346,369,578,287,394,85,113,"3,118",257,417,401,435,276,506,387,206
2023-03-26,"9,354","2,205",277,366,587,228,322,86,110,"2,670",183,336,322,410,264,421,391,166
2023-03-27,"4,199",772,98,115,284,143,148,44,66,"1,320",127,236,140,135,94,193,154,125
2023-03-28,"12,122","3,113",396,445,721,294,446,94,161,"3,589",238,320,462,512,323,434,463,107
2023-03-29,"13,127","2,969",358,416,792,395,403,110,148,"3,802",346,526,545,611,389,589,498,223
2023-03-30,"11,028","2,732",310,371,754,326,384,110,120,"3,081",245,386,476,515,293,439,345,139
2023-03-31,"10,358","2,477",348,369,625,336,321,90,138,"2,965",262,359,435,429,324,411,336,124
2023-04-01,"10,515","2,521",280,376,686,339,343,113,113,"2,974",213,386,440,456,359,427,359,125
2023-04-02,"9,686","2,400",252,364,661,304,310,99,130,"2,738",198,296,396,443,291,363,274,156
2023-04-03,"4,348",842,107,144,254,156,132,36,44,"1,385",133,183,154,170,160,181,150,109
2023-04-04,"13,363","3,584",432,411,822,403,469,122,174,"3,936",266,327,544,518,384,422,458,84
2023-04-05,"14,454","3,351",410,496,946,558,476,159,146,"4,151",380,534,596,562,469,567,456,192
2023-04-06,"12,071","2,879",326,373,776,427,379,91,125,"3,581",276,414,536,489,394,439,437,122
2023-04-07,"10,724","2,664",310,337,748,342,349,75,120,"3,057",275,333,485,445,360,371,312,137
2023-04-08,"10,360","2,584",265,319,699,335,278,91,111,"3,003",267,335,461,418,366,346,379,99
2023-04-09,"9,538","2,285",256,322,690,319,274,81,99,"2,807",221,233,410,377,361,347,326,125
2023-04-10,"3,995",826,107,90,225,144,87,43,33,"1,274",147,190,149,140,166,159,124,87
2023-04-11,"12,436","3,485",378,377,836,321,333,79,134,"3,715",317,352,467,418,397,361,385,72
2023-04-12,"13,917","3,495",420,403,962,455,367,103,132,"4,128",414,388,596,491,476,483,436,168
2023-04-13,"11,589","2,815",358,340,789,338,350,111,96,"3,399",296,362,565,389,468,399,395,113
2023-04-14,"11,661","3,009",362,328,751,371,370,81,101,"3,480",288,330,511,438,378,366,377,115
2023-04-15,"11,674","2,918",326,354,743,429,334,82,116,"3,543",280,359,476,367,431,369,394,147
2023-04-16,"10,182","2,601",305,288,742,288,301,87,109,"2,975",195,304,448,369,379,327,343,110
2023-04-17,"4,936","1,055",125,99,312,196,139,42,53,"1,739",185,155,214,130,148,147,120,67
2023-04-18,"15,163","4,366",415,435,"1,071",387,471,124,159,"4,614",369,373,550,444,464,337,467,113
2023-04-19,"16,495","4,246",437,513,"1,083",562,489,138,148,"4,867",417,507,743,537,516,511,564,203
2023-04-20,"14,084","3,680",405,399,885,433,443,118,119,"4,162",420,415,588,431,453,470,485,169
2023-04-21,"13,588","3,478",384,442,838,426,421,115,122,"3,886",470,405,562,460,454,445,500,168
2023-04-22,"13,789","3,530",399,495,801,428,451,107,118,"4,041",426,434,520,425,464,449,523,168
2023-04-23,"11,821","2,958",368,334,820,354,350,98,112,"3,387",289,324,526,412,459,404,470,142
2023-04-24,"5,020","1,019",125,168,290,192,141,47,35,"1,595",203,200,233,119,175,198,167,103
2023-04-25,"14,809","4,145",486,429,"1,036",407,485,117,140,"4,385",325,355,566,391,468,391,572,100
2023-04-26,"16,378","4,217",535,429,"1,050",551,445,111,121,"4,801",443,541,632,462,596,592,626,222
2023-04-27,"14,272","3,721",486,396,967,410,372,132,96,"4,166",399,436,527,418,530,479,572,153
2023-04-28,"13,778","3,590",510,379,924,407,405,153,102,"3,905",361,385,559,393,518,452,560,166
2023-04-29,"14,807","3,661",598,453,"1,041",481,416,163,95,"4,281",321,429,543,471,531,434,700,179
2023-04-30,"13,610","3,341",523,395,983,396,435,159,96,"3,753",262,401,522,538,607,444,568,177
2023-05-01,"5,771","1,111",184,122,360,270,155,47,46,"1,952",197,265,217,142,223,156,172,136
2023-05-02,"15,729","3,963",712,480,"1,020",382,490,199,124,"4,787",349,392,636,482,539,388,665,106
2023-05-03,"20,190","5,132",759,464,"1,278",574,666,180,152,"6,023",457,600,818,589,740,597,875,270
2023-05-04,"20,139","4,925",775,586,"1,221",611,619,222,134,"5,889",549,590,783,659,746,667,901,257
2023-05-05,"18,738","4,645",777,517,"1,276",497,582,190,177,"5,458",487,528,851,576,639,614,710,198
2023-05-06,"11,787","2,381",471,370,790,342,298,176,69,"3,491",370,422,515,425,442,466,533,214
2023-05-07,"14,734","3,761",681,475,891,423,471,165,101,"4,284",299,306,616,536,538,397,629,146
2023-05-08,"8,154","1,641",268,246,534,339,227,93,56,"2,355",317,371,310,221,286,281,394,198
2023-05-09,"21,674","5,744","1,055",591,"1,434",491,676,293,165,"6,171",529,515,845,684,685,565,"1,061",156
2023-05-10,"23,513","5,620","1,022",675,"1,393",756,703,303,158,"6,722",729,717,837,795,817,818,"1,112",322
2023-05-11,"20,567","4,855",862,673,"1,279",602,591,326,175,"5,679",598,604,832,722,785,667,"1,077",222
2023-05-12,"19,983","5,128",930,638,"1,185",560,607,242,152,"5,636",536,544,705,633,650,604,944,280
2023-05-13,"19,341","4,573",958,639,"1,241",551,569,277,139,"5,410",575,596,718,578,660,596,952,292
2023-05-14,"17,382","4,181",785,619,962,549,537,262,129,"4,815",396,564,631,580,612,630,848,271
2023-05-15,"7,173","1,427",271,231,332,215,182,115,65,"2,216",291,306,286,209,224,250,328,193
2023-05-16,"23,670","6,195","1,265",786,"1,459",569,773,361,204,"6,806",550,560,815,687,692,657,"1,102",169
2023-05-17,"26,127","6,043","1,299",967,"1,394",842,719,421,153,"7,327",735,827,968,861,846,"1,040","1,272",398
2023-05-18,"21,783","5,061","1,127",816,"1,172",618,635,376,141,"5,919",617,704,864,723,680,829,"1,127",360
2023-05-19,"19,576","4,632",977,700,"1,146",511,637,329,135,"5,370",550,624,780,602,618,732,923,284
2023-05-20,"18,098","4,370",953,691,992,488,488,259,143,"5,028",543,568,686,557,553,598,866,304
2023-05-21,"16,802","4,194",828,516,"1,034",486,517,252,125,"4,591",355,555,637,548,582,576,692,294
2023-05-22,"6,794","1,269",316,328,328,206,237,96,49,"2,011",249,257,281,176,222,277,290,184
2023-05-23,"21,376","5,361","1,324",870,"1,200",491,639,424,158,"5,712",542,530,789,613,703,649,"1,165",187
2023-05-24,"22,950","5,309","1,352",886,"1,154",675,652,480,153,"6,117",676,736,830,685,800,893,"1,150",389
2023-05-25,"19,070","4,432","1,140",816,"1,000",514,565,401,131,"5,001",513,579,764,571,630,737,950,313
2023-05-26,"17,925","4,213","1,196",731,"1,014",487,469,360,126,"4,648",532,574,606,508,541,692,909,306
2023-05-27,"17,792","4,078","1,235",779,941,461,460,369,100,"4,474",494,609,669,555,499,668,"1,066",311
2023-05-28,"11,724","2,373",580,641,740,416,338,225,38,"3,010",296,434,405,336,399,543,650,289
2023-05-29,"6,863","1,393",363,251,362,198,227,123,86,"1,886",239,220,222,210,222,262,390,193
2023-05-30,"13,517","3,321","1,040",409,815,296,409,282,120,"3,565",267,306,439,399,356,413,859,207
2023-05-31,"24,405","5,984","1,667",996,"1,240",583,701,498,227,"6,583",619,690,752,654,557,923,"1,424",282
2023-06-01,"24,598","5,568","1,661",954,"1,389",635,635,502,190,"6,544",660,749,814,762,685,994,"1,444",403
2023-06-02,"19,718","4,710","1,452",991,"1,039",553,629,385,164,"4,706",501,530,593,609,562,850,"1,086",346
2023-06-03,"18,736","4,149","1,343",990,947,565,490,426,162,"4,776",459,519,591,528,546,796,"1,116",323
2023-06-04,"16,171","3,748","1,219",658,878,497,438,386,127,"4,047",334,422,506,516,455,573,993,365
2023-06-05,"6,945","1,175",388,302,334,267,169,148,54,"1,930",220,259,220,169,228,367,468,237
2023-06-06,"19,506","4,734","1,923",835,"1,023",499,578,423,144,"4,693",386,374,529,480,591,626,"1,426",231
2023-06-07,"15,154","2,785",924,810,791,548,394,369,78,"3,876",443,437,481,417,475,753,"1,068",494
2023-06-08,"20,448","4,865","1,789",853,"1,080",563,591,493,179,"4,979",450,454,659,573,524,744,"1,382",260
2023-06-09,"21,211","4,671","1,754",912,"1,009",707,510,512,172,"5,181",532,549,676,584,647,944,"1,384",454
2023-06-10,"17,764","3,861","1,494",956,829,592,437,419,99,"4,337",412,437,553,494,497,740,"1,140",454
2023-06-11,"16,001","3,506","1,344",725,929,526,409,450,123,"3,842",324,331,478,476,477,694,962,395
2023-06-12,"4,977",866,231,177,269,149,104,113,30,"1,315",93,206,209,121,134,264,347,336
2023-06-13,"20,804","4,758","2,122",903,"1,095",589,505,534,151,"5,133",445,401,624,557,622,658,"1,447",251
2023-06-14,"20,709","4,207","1,762",942,"1,046",727,491,545,144,"5,129",488,541,631,613,566,914,"1,332",623
2023-06-15,"17,418","3,720","1,498",776,884,654,393,442,133,"4,158",450,402,656,489,485,719,"1,101",450
2023-06-16,"16,485","3,548","1,551",714,814,549,396,426,147,"3,913",389,356,574,490,472,645,"1,053",445
2023-06-17,"16,747","3,463","1,576",810,897,614,387,455,135,"3,804",396,409,544,499,484,650,"1,113",499
2023-06-18,"15,316","3,212","1,419",642,779,557,338,405,116,"3,687",299,402,550,444,499,626,933,402
2023-06-19,"6,375","1,047",407,319,337,193,152,163,53,"1,641",171,213,266,166,183,347,491,219
2023-06-20,"19,734","4,454","1,996",896,"1,049",557,569,479,185,"4,657",404,416,661,536,599,738,"1,312",219
2023-06-21,"20,961","4,267","1,868",957,"1,074",716,503,558,156,"4,906",505,483,745,572,698,958,"1,381",609
2023-06-22,"17,131","3,466","1,544",875,903,587,456,401,117,"4,083",379,400,627,496,487,786,"1,107",412
2023-06-23,"16,246","3,510","1,547",901,841,599,406,402,99,"3,676",376,347,537,450,465,716,"1,015",353
2023-06-24,"16,413","3,440","1,549",813,864,447,422,402,118,"3,816",370,391,569,458,509,723,"1,074",440
2023-06-25,"16,062","3,334","1,403",780,903,613,414,391,113,"3,920",306,294,542,496,496,678,963,412
2023-06-26,"6,592","1,141",384,301,423,205,137,130,44,"1,741",189,215,213,196,194,311,441,316
2023-06-27,"20,847","4,867","2,080",995,"1,161",539,554,505,144,"4,979",439,398,652,514,607,746,"1,450",212
2023-06-28,"21,533","4,615","1,923",874,"1,127",712,552,523,118,"5,097",551,541,670,587,660,929,"1,482",560
2023-06-29,"19,297","4,088","1,774",971,"1,010",601,483,461,113,"4,533",521,479,619,520,567,813,"1,355",382
2023-06-30,"18,877","3,838","1,810",992,"1,012",582,488,487,108,"4,346",510,444,555,537,627,859,"1,307",369
2023-07-01,"18,882","3,836","1,898",991,945,612,493,479,79,"4,195",511,494,519,540,715,774,"1,328",464
2023-07-02,"17,590","3,479","1,678",828,913,655,452,500,101,"4,063",374,358,507,540,674,812,"1,202",447
2023-07-03,"7,513","1,129",516,297,439,219,210,169,43,"1,916",294,283,257,198,274,333,624,309
2023-07-04,"25,660","5,575","2,892",995,"1,233",709,726,701,161,"5,981",666,464,721,712,937,995,"1,929",260
2023-07-05,"27,434","5,328","2,741",999,"1,240",898,742,749,149,"6,218",792,738,894,804,917,"1,320","2,173",729
2023-07-06,"24,356","4,846","2,318","1,208","1,149",752,655,684,154,"5,469",707,680,828,688,807,"1,055","1,786",567
2023-07-07,"24,767","5,170","2,397","1,278","1,109",769,696,585,132,"5,737",648,604,788,669,844,"1,091","1,768",476
2023-07-08,"25,672","5,092","2,495","1,283","1,249",850,706,698,150,"5,818",733,621,804,773,829,"1,081","1,877",605
2023-07-09,"22,566","4,442","1,948","1,093","1,053",827,593,640,133,"5,281",523,570,726,695,895,"1,020","1,457",663
2023-07-10,"9,255","1,375",681,491,453,280,292,213,65,"2,287",368,342,300,288,356,497,681,282
2023-07-11,"31,224","6,511","3,350","1,278","1,370",955,"1,096",949,220,"7,008",764,601,936,"1,044","1,155","1,308","2,305",370
2023-07-12,"34,118","6,413","3,277","1,549","1,472","1,250",971,"1,010",239,"7,127",972,"1,003","1,132","1,071","1,246","1,740","2,761",879
2023-07-13,"29,347","5,484","2,745","1,532","1,182",985,902,800,201,"6,573",787,771,"1,023",971,"1,119","1,437","2,192",641
2023-07-14,"29,556","5,489","2,802","1,548","1,196",985,948,828,201,"6,344",823,944,"1,012",887,"1,109","1,502","2,272",665
2023-07-15,"30,870","5,701","2,995","1,565","1,317","1,017",880,872,197,"6,703",757,809,"1,080",943,"1,267","1,605","2,396",764
2023-07-16,"28,420","4,950","2,822","1,502","1,266","1,126",809,756,186,"6,298",572,745,948,949,"1,244","1,388","2,162",696
2023-07-17,"12,114","1,779",734,699,633,386,299,327,100,"2,835",307,413,447,355,543,698,987,572
2023-07-18,"41,993","8,377","4,416","1,675","1,762","1,143","1,476","1,154",301,"9,459","1,074",981,"1,357","1,332","1,815","1,906","3,326",435
2023-07-19,"47,028","8,204","4,271","2,288","1,959","1,767","1,406","1,366",379,"10,126","1,283","1,351","1,567","1,445","1,974","2,678","3,744","1,218"
2023-07-20,"40,856","7,471","3,934","2,372","1,793","1,520","1,278","1,126",240,"8,746","1,147","1,077","1,448","1,348","1,777","1,851","2,872",852
2023-07-21,"40,897","7,719","3,630","2,155","1,702","1,396","1,267","1,242",235,"8,740","1,032","1,137","1,395","1,270","1,825","2,259","3,046",845
2023-07-22,"42,497","7,731","3,899","2,097","1,828","1,600","1,326","1,248",225,"9,068","1,008","1,131","1,413","1,382","1,913","2,477","3,227",922
2023-07-23,"41,573","7,904","3,941","2,183","1,692","1,605","1,255","1,211",263,"8,971",838,"1,127","1,530","1,493","1,675","2,088","2,903",894
2023-07-24,"16,778","2,235",948,"1,438",720,613,408,446,100,"3,740",518,612,647,458,871,"1,097","1,311",614
2023-07-25,"50,813","10,222","5,575","2,144","2,300","1,419","1,670","1,408",349,"11,184","1,298",933,"1,633","1,647","2,136","2,172","4,233",488
2023-07-26,"57,216","10,169","5,165","2,941","2,430","2,192","1,738","1,642",335,"12,123","1,577","1,703","1,945","1,803","2,451","3,341","4,407","1,251"
2023-07-27,"51,239","9,207","4,648","2,790","2,190","1,761","1,677","1,510",327,"11,288","1,288","1,322","1,837","1,782","2,117","2,799","3,809",887
2023-07-28,"48,069","8,887","4,612","2,294","2,145","1,555","1,489","1,241",308,"10,475","1,273","1,304","1,839","1,563","2,022","2,659","3,516",886
2023-07-29,"48,196","8,755","4,386","2,606","2,056","1,555","1,569","1,287",299,"10,574","1,199","1,347","1,921","1,700","2,008","2,365","3,644",923
2023-07-30,"44,749","8,062","3,871","2,415","1,777","1,753","1,486","1,274",363,"9,805",914,"1,158","1,645","1,739","1,870","2,381","3,380",855
2023-07-31,"18,379","2,624","1,180","1,235","1,027",540,484,376,145,"4,300",687,760,719,650,794,961,"1,271",625
2023-08-01,"56,096","11,888","5,558","1,757","2,594","1,607","2,256","1,240",449,"12,879","1,339","1,224","1,923","2,020","2,472","2,368","4,042",480
2023-08-02,"64,148","11,939","5,354","3,297","2,765","2,271","2,029","1,482",508,"14,472","1,720","1,941","2,522","2,320","2,555","3,323","4,522","1,126"
2023-08-03,"55,453","9,998","4,450","3,420","2,711","1,911","1,837","1,274",474,"12,218","1,464","1,660","2,372","2,035","2,206","2,732","3,832",859
2023-08-04,"54,713","10,403","4,623","2,780","2,436","1,871","1,795","1,134",434,"12,291","1,432","1,491","2,274","2,077","2,200","2,904","3,798",770
2023-08-05,"53,111","9,621","4,353","2,985","2,658","1,815","1,707","1,151",420,"11,968","1,368","1,602","2,142","2,041","2,137","2,532","3,841",768
2023-08-06,"48,885","8,594","3,781","2,767","2,380","1,762","1,717","1,212",345,"11,177","1,070","1,478","2,124","2,034","2,006","2,450","3,332",655
2023-08-07,"20,241","2,996","1,164","1,256",995,809,594,371,135,"4,778",742,785,883,872,770,"1,245","1,354",490
2023-08-08,"61,377","12,332","5,112","2,909","3,370","1,865","2,231","1,442",520,"14,670","1,462","1,349","2,285","2,387","2,407","2,445","4,180",411
2023-08-09,"65,696","12,075","4,935","2,857","3,327","2,086","2,100","1,466",559,"15,547","1,755","2,140","2,911","2,982","2,444","3,280","4,290",939
2023-08-10,"55,874","10,305","3,684","2,668","3,113","2,026","1,795","1,182",460,"13,068","1,533","1,758","2,539","2,768","2,112","2,828","3,366",667
2023-08-11,"49,335","9,235","2,902","2,781","2,847","1,796","1,571",764,386,"12,051","1,318","1,550","2,178","2,358","1,758","2,348","2,855",636
2023-08-12,"47,840","8,558","3,422","2,212","2,493","1,590","1,604","1,129",354,"11,497","1,221","1,399","2,195","2,310","1,854","2,225","3,218",559
2023-08-13,"45,729","8,166","3,095","1,846","2,391","1,684","1,503","1,040",327,"11,321","1,101","1,314","2,085","2,223","1,732","2,509","2,811",579
2023-08-14,"17,226","2,729",676,"1,193",945,557,395,268,105,"4,506",647,778,767,782,660,908,935,371
2023-08-15,"47,110","9,375","3,107","2,266","3,025","1,333","1,640",804,392,"12,130","1,257","1,114","1,887","2,058","1,671","1,708","2,888",454
2023-08-16,"36,961","5,875","1,821","2,216","2,047","1,430","1,142",724,304,"9,317","1,239","1,356","1,853","1,769","1,252","2,136","2,047",427
2023-08-17,"49,848","10,124","3,073","2,057","3,288","1,481","1,790",964,425,"12,981","1,343","1,314","2,044","2,189","1,678","2,032","2,743",319
2023-08-18,"50,920","9,492","2,765","2,158","3,133","1,827","1,726",982,392,"12,959","1,563","1,687","2,169","2,441","1,631","2,606","2,834",555
2023-08-19,"44,053","8,354","2,390","1,981","2,626","1,382","1,360",699,404,"12,063","1,264","1,389","1,987","1,853","1,447","2,150","2,301",403
2023-08-20,"38,974","7,327","2,051","1,620","2,498","1,338","1,261",723,335,"10,349","1,018","1,213","1,734","1,861","1,359","1,879","2,002",405
2023-08-21,"14,564","2,329",544,733,982,495,396,229,130,"4,084",688,590,601,527,531,829,661,213
2023-08-22,"47,384","9,672","2,717","1,604","3,093","1,269","1,524",957,459,"13,485","1,283","1,092","2,012","1,948","1,525","1,829","2,685",226
2023-08-23,"48,161","8,823","2,441","2,251","2,945","1,577","1,570",995,441,"11,946","1,694","1,890","2,084","2,153","1,680","2,649","2,542",480
2023-08-24,"40,815","7,179","1,942","2,508","2,506","1,299","1,250",893,369,"10,400","1,383","1,423","1,828","1,698","1,385","2,236","2,121",393
2023-08-25,"37,505","6,872","1,946","1,534","2,469","1,189","1,204",761,333,"9,787","1,273","1,221","1,582","1,586","1,276","1,911","2,192",367
2023-08-26,"36,886","6,730","1,738","2,053","2,470","1,157","1,055",737,310,"9,901","1,265","1,274","1,661","1,408","1,227","1,606","1,933",358
2023-08-27,"32,967","6,012","1,543","1,903","1,913","1,073","1,046",643,279,"8,592","1,017","1,056","1,580","1,426","1,055","1,534","1,923",371
2023-08-28,"13,149","1,905",522,465,"1,067",443,410,223,120,"3,802",537,677,569,410,497,778,534,190
2023-08-29,"42,998","8,485","2,109","2,215","2,792","1,109","1,453",855,386,"11,954","1,199","1,227","1,881","1,607","1,387","1,798","2,310",231
2023-08-30,"42,586","7,470","1,778","2,219","2,726","1,436","1,248",864,316,"11,135","1,524","1,705","2,006","1,667","1,402","2,468","2,218",403
2023-08-31,"49,751","8,564","2,129","2,440","3,216","1,599","1,422","1,056",420,"13,388","1,717","2,122","2,293","1,936","1,566","2,666","2,647",569
